Toronto Municipality,HPI - Single-Family Detached,HPI - Single-Family Attached,HPI - Townhouse,HPI - Apartment,Effective Date
Toronto C08,2280900,1653800,1250300,791800,2022-09-01
Toronto C09,4150200,2760700,2091200,1269400,2022-09-01
Toronto C10,2223400,1614200,1158400,775600,2022-09-01
Toronto C11,2646300,1601100,734400,570100,2022-09-01
Toronto C12,3900000,1548800,1452600,1378400,2022-09-01
Toronto C13,2051200,1052400,949400,727100,2022-09-01
Toronto C14,2596900,1708500,825800,839600,2022-09-01
Toronto C15,1927700,1113400,839800,691200,2022-09-01
Toronto E01,1557600,1341900,1087300,866800,2022-09-01
Toronto E02,1771300,1331600,1185200,904800,2022-09-01
Toronto E03,1343900,1231600,,636800,2022-09-01
Toronto E04,1080300,944600,827100,581500,2022-09-01
Toronto E05,1357500,1035800,850300,646800,2022-09-01
Toronto E06,1311900,1068300,810500,754300,2022-09-01
Toronto E07,1262100,991200,852300,655100,2022-09-01
Toronto E08,1254900,990800,726500,619900,2022-09-01
Toronto E09,1037500,877900,673200,643200,2022-09-01
Toronto E10,1207100,915500,650400,544600,2022-09-01
Toronto E11,1057200,899300,772200,542000,2022-09-01
City of Toronto,1638300,1249000,882200,756600,2022-10-01
Toronto W01,2122600,1535400,894800,672200,2022-10-01
Toronto W02,1684200,1270500,1108900,768800,2022-10-01
Toronto W03,1007500,978800,898500,607900,2022-10-01
Toronto W04,1155200,915500,736600,648000,2022-10-01
Toronto W05,1179900,940800,722800,566300,2022-10-01
Toronto W06,1279600,1152800,1054200,832200,2022-10-01
Toronto W07,1702100,1270500,1137400,768100,2022-10-01
Toronto W08,1803800,1284700,746800,610300,2022-10-01
Toronto W09,1314300,938900,855500,523400,2022-10-01
Toronto W10,963900,914000,694700,551700,2022-10-01
Toronto C01,1628900,1411300,908700,835400,2022-10-01
Toronto C02,2630400,2068000,1461900,1009800,2022-10-01
Toronto C03,1884900,1231100,,900300,2022-10-01
Toronto C04,2728000,1667600,,819600,2022-10-01
Toronto C06,1672900,1194700,870100,664900,2022-10-01
Toronto C07,2049800,1228000,854600,808000,2022-10-01
Toronto C08,2196000,1606500,1206000,778800,2022-10-01
Toronto C09,3935900,2595600,2015800,1234100,2022-10-01
Toronto C10,2223100,1599300,1110700,746600,2022-10-01
Toronto C11,2529200,1524600,711300,546600,2022-10-01
Toronto C12,3897400,1485300,1400400,1375300,2022-10-01
Toronto C13,1993800,1015900,902900,720200,2022-10-01
Toronto C14,2469000,1627200,836000,807900,2022-10-01
Toronto C15,1894100,1082500,846900,677800,2022-10-01
Toronto E01,1526400,1317000,1053100,868400,2022-10-01
Toronto E02,1734100,1305600,1167800,867500,2022-10-01
Toronto E03,1334400,1236700,,608900,2022-10-01
Toronto E04,1073600,929600,829900,576100,2022-10-01
Toronto E05,1362300,1031200,855400,644600,2022-10-01
Toronto E06,1283300,1045900,810900,719700,2022-10-01
Toronto E07,1303000,1032300,867300,658700,2022-10-01
Toronto E08,1245600,976700,727800,611800,2022-10-01
Toronto E09,1044000,869300,660900,628700,2022-10-01
Toronto E10,1255000,945100,643600,543600,2022-10-01
Toronto E11,1078500,906000,718900,517600,2022-10-01
City of Toronto,1616700,1232500,866400,744900,2022-11-01
Toronto W01,1995600,1452700,886500,663700,2022-11-01
Toronto W02,1606100,1232400,1058200,745100,2022-11-01
Toronto W03,992300,984200,873400,589600,2022-11-01
Toronto W04,1131800,916000,719200,610100,2022-11-01
Toronto W05,1179700,944400,706000,575000,2022-11-01
Toronto W06,1234300,1105900,1009600,810400,2022-11-01
Toronto W07,1659800,1224100,1077600,786200,2022-11-01
Toronto W08,1737200,1226000,712400,607500,2022-11-01
Toronto W09,1240600,920700,846100,519300,2022-11-01
Toronto W10,985500,910600,687200,540100,2022-11-01
Toronto C01,1576600,1354900,884200,807300,2022-11-01
Toronto C02,2766400,2069400,1424000,1025700,2022-11-01
Toronto C03,1991900,1253700,,923600,2022-11-01
Toronto C04,2657900,1648800,,809100,2022-11-01
Toronto C06,1648200,1183700,861100,670800,2022-11-01
Toronto C07,2036100,1223300,846900,793400,2022-11-01
Toronto C08,2286200,1636000,1186700,763000,2022-11-01
Toronto C09,3570800,2387600,1878400,1234500,2022-11-01
Toronto C10,2160300,1571800,1057000,763500,2022-11-01
Toronto C11,2305100,1376700,699400,551100,2022-11-01
Toronto C12,3970000,1570400,1368300,1432300,2022-11-01
Toronto C13,2093200,1076100,896700,720200,2022-11-01
Toronto C14,2494300,1641400,825200,802400,2022-11-01
Toronto C15,1882500,1085000,849400,663200,2022-11-01
Toronto E01,1545900,1318500,1016000,844800,2022-11-01
Toronto E02,1727200,1290700,1123900,892800,2022-11-01
Toronto E03,1323800,1205900,,627600,2022-11-01
Toronto E04,1084100,925100,867500,565000,2022-11-01
Toronto E05,1318100,994900,817300,646500,2022-11-01
Toronto E06,1242600,995000,855500,749600,2022-11-01
Toronto E07,1288300,1013300,880200,644800,2022-11-01
Toronto E08,1213300,930700,763500,594300,2022-11-01
Toronto E09,1033700,858200,680000,631700,2022-11-01
Toronto E10,1215600,919000,655200,546700,2022-11-01
Toronto E11,1067400,899600,733800,528300,2022-11-01
City of Toronto,1599300,1223100,846300,734400,2022-12-01
Toronto W01,1925800,1390500,859600,679600,2022-12-01
Toronto W02,1643600,1243500,1029300,753500,2022-12-01
Toronto W03,977500,965000,851700,595800,2022-12-01
Toronto W04,1133700,899700,708700,592900,2022-12-01
Toronto W05,1194600,952400,697900,584000,2022-12-01
Toronto W06,1230300,1106500,990900,763200,2022-12-01
Toronto W07,1652000,1220700,1063800,762800,2022-12-01
Toronto W08,1716200,1222800,713700,592800,2022-12-01
Toronto W09,1256800,889500,833600,511500,2022-12-01
Toronto W10,958200,894400,664400,509700,2022-12-01
Toronto C01,1625800,1397200,852000,819700,2022-12-01
Toronto C02,2621300,1957500,1388300,929200,2022-12-01
Toronto C03,1901100,1198900,,914100,2022-12-01
Toronto C04,2619000,1622900,,779300,2022-12-01
Toronto C06,1616200,1124000,846800,651000,2022-12-01
Toronto C07,2034800,1232500,824200,783000,2022-12-01
Toronto C08,2263100,1633100,1187600,737000,2022-12-01
Toronto C09,3372800,2254000,1813400,1185400,2022-12-01
Toronto C10,2141900,1568700,1037500,768800,2022-12-01
Toronto C11,2181700,1297800,691600,542200,2022-12-01
Toronto C12,3920600,1547600,1360100,1391900,2022-12-01
Toronto C13,2072200,1062300,881000,713500,2022-12-01
Toronto C14,2562600,1692200,766900,817300,2022-12-01
Toronto C15,1917700,1109000,801300,665400,2022-12-01
Toronto E01,1524500,1310700,1011200,840900,2022-12-01
Toronto E02,1761400,1295200,1111900,880600,2022-12-01
Toronto E03,1299300,1173300,,616800,2022-12-01
Toronto E04,1074800,923100,851400,544000,2022-12-01
Toronto E05,1322100,997000,792800,629200,2022-12-01
Toronto E06,1217900,971600,830800,736100,2022-12-01
Toronto E07,1284700,1017000,824200,621700,2022-12-01
Toronto E08,1193100,905000,739900,545200,2022-12-01
Toronto E09,1019400,856300,679200,602200,2022-12-01
Toronto E10,1150100,861200,657100,527100,2022-12-01
Toronto E11,1048400,887400,729100,510500,2022-12-01
City of Toronto,1612600,1236500,848100,733400,2023-01-01
Toronto W01,1937000,1410200,864100,700600,2023-01-01
Toronto W02,1609700,1194300,1020900,746000,2023-01-01
Toronto W03,998500,981900,850400,594400,2023-01-01
Toronto W04,1147600,883100,704400,576200,2023-01-01
Toronto W05,1255900,999900,693700,563500,2023-01-01
Toronto W06,1302900,1204900,1063000,745500,2023-01-01
Toronto W07,1751700,1335800,1149900,778800,2023-01-01
Toronto W08,1732100,1293000,753700,605000,2023-01-01
Toronto W09,1215500,862800,833800,472600,2023-01-01
Toronto W10,984100,904900,685700,512600,2023-01-01
Toronto C01,1683000,1445000,887100,827700,2023-01-01
Toronto C02,2675400,1969700,1361900,926800,2023-01-01
Toronto C03,1983000,1247400,,865100,2023-01-01
Toronto C04,2543800,1537500,,749200,2023-01-01
Toronto C06,1607000,1166800,823600,650500,2023-01-01
Toronto C07,2028000,1243900,803500,781800,2023-01-01
Toronto C08,2161700,1548700,1178800,752800,2023-01-01
Toronto C09,3674500,2459000,1788500,1125400,2023-01-01
Toronto C10,2175500,1583200,1032200,796200,2023-01-01
Toronto C11,2358800,1430400,720800,536200,2023-01-01
Toronto C12,3743900,1463400,1394600,1320000,2023-01-01
Toronto C13,1983900,1019100,916500,714000,2023-01-01
Toronto C14,2569600,1731700,738300,784300,2023-01-01
Toronto C15,1923000,1106900,781000,659700,2023-01-01
Toronto E01,1527100,1340400,1008400,825100,2023-01-01
Toronto E02,1681300,1266700,1114200,879900,2023-01-01
Toronto E03,1310700,1198600,,610700,2023-01-01
Toronto E04,1129800,935700,817200,528500,2023-01-01
Toronto E05,1330600,996500,776300,616300,2023-01-01
Toronto E06,1218100,931800,796000,737500,2023-01-01
Toronto E07,1258300,989200,792800,613100,2023-01-01
Toronto E08,1214600,879300,710900,552100,2023-01-01
Toronto E09,1055400,878200,674400,593900,2023-01-01
Toronto E10,1201400,897400,670500,534200,2023-01-01
Toronto E11,1072100,892000,715900,517700,2023-01-01
City of Toronto,1645900,1250800,861100,728500,2023-02-01
Toronto W01,1773700,1295800,896400,683000,2023-02-01
Toronto W02,1669100,1259600,1040300,727000,2023-02-01
Toronto W03,1014800,1001800,870300,577700,2023-02-01
Toronto W04,1155200,895300,718300,568000,2023-02-01
Toronto W05,1202500,966000,676400,585100,2023-02-01
Toronto W06,1311800,1213500,1040900,760900,2023-02-01
Toronto W07,1759100,1335900,1128900,759200,2023-02-01
Toronto W08,1815000,1310700,732500,601100,2023-02-01
Toronto W09,1325400,926200,859100,460600,2023-02-01
Toronto W10,990900,907300,700800,530300,2023-02-01
Toronto C01,1659400,1432100,895200,794300,2023-02-01
Toronto C02,2716900,2048700,1397500,928800,2023-02-01
Toronto C03,1989100,1264800,,822800,2023-02-01
Toronto C04,2630700,1623300,,734900,2023-02-01
Toronto C06,1633900,1142800,825900,681400,2023-02-01
Toronto C07,2069700,1264500,805500,791100,2023-02-01
Toronto C08,2082200,1514600,1205900,768700,2023-02-01
Toronto C09,3892800,2597100,1902900,1158500,2023-02-01
Toronto C10,2215700,1601700,1062300,781700,2023-02-01
Toronto C11,2466800,1508400,764200,540800,2023-02-01
Toronto C12,3728800,1573400,1473000,1281200,2023-02-01
Toronto C13,1958500,1013700,955400,704000,2023-02-01
Toronto C14,2589200,1737800,805300,799200,2023-02-01
Toronto C15,1950400,1134500,803600,666300,2023-02-01
Toronto E01,1514300,1325600,1045500,827300,2023-02-01
Toronto E02,1746100,1299600,1155300,847100,2023-02-01
Toronto E03,1330400,1242300,,586000,2023-02-01
Toronto E04,1130500,920900,787200,514600,2023-02-01
Toronto E05,1405400,1064000,762300,623200,2023-02-01
Toronto E06,1267000,967400,764000,697500,2023-02-01
Toronto E07,1310600,1022500,792800,649300,2023-02-01
Toronto E08,1273500,918100,686000,551600,2023-02-01
Toronto E09,1098400,892000,689500,593000,2023-02-01
Toronto E10,1304700,979200,688400,519000,2023-02-01
Toronto E11,1074000,888800,766600,514800,2023-02-01
City of Toronto,1689500,1286500,877200,741200,2023-03-01
Toronto W01,1866900,1334400,911600,670900,2023-03-01
Toronto W02,1675900,1277700,1065000,742000,2023-03-01
Toronto W03,1039800,1011600,890800,583100,2023-03-01
Toronto W04,1205600,922800,733900,608700,2023-03-01
Toronto W05,1189700,957000,687800,563200,2023-03-01
Toronto W06,1331800,1217700,1025600,767900,2023-03-01
Toronto W07,1783600,1339800,1101900,793100,2023-03-01
Toronto W08,1886900,1336600,722700,617000,2023-03-01
Toronto W09,1416600,967400,873800,484200,2023-03-01
Toronto W10,999900,895000,701400,543300,2023-03-01
Toronto C01,1744800,1493800,902700,809000,2023-03-01
Toronto C02,2818500,2137900,1386500,931900,2023-03-01
Toronto C03,2045700,1297300,,863600,2023-03-01
Toronto C04,2775000,1669400,,784800,2023-03-01
Toronto C06,1656700,1173000,845800,667800,2023-03-01
Toronto C07,2043300,1240800,825900,803700,2023-03-01
Toronto C08,2211800,1599900,1193000,793600,2023-03-01
Toronto C09,3812300,2546200,1861700,1191300,2023-03-01
Toronto C10,2349800,1699700,1074800,763900,2023-03-01
Toronto C11,2455300,1484100,761400,537700,2023-03-01
Toronto C12,3886600,1682500,1473900,1298100,2023-03-01
Toronto C13,2080500,1084400,944000,728800,2023-03-01
Toronto C14,2533300,1661900,859900,809900,2023-03-01
Toronto C15,2030900,1188200,842200,659300,2023-03-01
Toronto E01,1568600,1348700,1048700,848600,2023-03-01
Toronto E02,1798300,1355100,1143400,898000,2023-03-01
Toronto E03,1391000,1288900,,625000,2023-03-01
Toronto E04,1145600,967900,838500,546000,2023-03-01
Toronto E05,1415900,1064400,792300,622800,2023-03-01
Toronto E06,1275500,1025500,820900,743100,2023-03-01
Toronto E07,1341400,1051500,841700,639300,2023-03-01
Toronto E08,1273800,967700,734200,574600,2023-03-01
Toronto E09,1143400,938800,722000,592700,2023-03-01
Toronto E10,1320600,984200,716900,532500,2023-03-01
Toronto E11,1137600,946400,771900,505900,2023-03-01
City of Toronto,1746100,1326300,888200,751000,2023-04-01
Toronto W01,1952200,1416200,900900,691500,2023-04-01
Toronto W02,1829400,1353500,1081300,757600,2023-04-01
Toronto W03,1052100,1014200,901300,600100,2023-04-01
Toronto W04,1227000,950300,731400,604300,2023-04-01
Toronto W05,1236400,986400,681400,568600,2023-04-01
Toronto W06,1366600,1243900,1049900,768500,2023-04-01
Toronto W07,1822800,1369800,1129900,811000,2023-04-01
Toronto W08,1903100,1370100,735700,630000,2023-04-01
Toronto W09,1405000,983800,873300,496300,2023-04-01
Toronto W10,1080500,949900,715800,548200,2023-04-01
Toronto C01,1833500,1572100,911600,825900,2023-04-01
Toronto C02,2778400,2064700,1439500,992300,2023-04-01
Toronto C03,2073000,1298300,,910000,2023-04-01
Toronto C04,2851700,1705900,,803800,2023-04-01
Toronto C06,1743400,1240800,821000,672900,2023-04-01
Toronto C07,2139800,1305800,809800,805600,2023-04-01
Toronto C08,2324600,1682700,1186000,788200,2023-04-01
Toronto C09,4116600,2783400,1952500,1157800,2023-04-01
Toronto C10,2435100,1756600,1090400,758000,2023-04-01
Toronto C11,2645300,1595400,763500,548600,2023-04-01
Toronto C12,3983300,1676300,1483600,1375900,2023-04-01
Toronto C13,2108500,1097100,951100,747200,2023-04-01
Toronto C14,2649200,1752300,878800,814300,2023-04-01
Toronto C15,2091700,1237000,887800,669300,2023-04-01
Toronto E01,1622600,1406200,1019500,851800,2023-04-01
Toronto E02,1849400,1383600,1142100,927700,2023-04-01
Toronto E03,1418100,1321000,,633200,2023-04-01
Toronto E04,1196700,999000,840900,556900,2023-04-01
Toronto E05,1454800,1099700,829700,640600,2023-04-01
Toronto E06,1358300,1091300,825900,760700,2023-04-01
Toronto E07,1386100,1098800,879400,641600,2023-04-01
Toronto E08,1342600,1024200,741500,564400,2023-04-01
Toronto E09,1171600,968200,708100,597000,2023-04-01
Toronto E10,1336800,993800,702900,532300,2023-04-01
Toronto E11,1164300,970900,773700,526300,2023-04-01
City of Toronto,1766000,1356300,896100,758400,2023-05-01
Toronto W01,2049300,1480000,903900,688300,2023-05-01
Toronto W02,1865100,1420200,1095000,735700,2023-05-01
Toronto W03,1082200,1066300,850800,618400,2023-05-01
Toronto W04,1224200,974800,735300,624300,2023-05-01
Toronto W05,1300800,1056400,704100,564600,2023-05-01
Toronto W06,1334600,1203600,1033400,794700,2023-05-01
Toronto W07,1713100,1279300,1028900,813500,2023-05-01
Toronto W08,1896900,1342200,773000,627700,2023-05-01
Toronto W09,1439300,1081100,856200,517400,2023-05-01
Toronto W10,1133700,968800,701300,572900,2023-05-01
Toronto C01,1932700,1595100,895400,841500,2023-05-01
Toronto C02,2964200,2080700,1466300,1044000,2023-05-01
Toronto C03,2096600,1345000,1883900,921000,2023-05-01
Toronto C04,2868300,1770400,,781400,2023-05-01
Toronto C06,1773400,1257700,841800,670300,2023-05-01
Toronto C07,2176800,1314600,825100,740600,2023-05-01
Toronto C08,2364700,1633800,1154600,779400,2023-05-01
Toronto C09,4163000,2766600,1822800,1179800,2023-05-01
Toronto C10,2447200,1740200,1091700,781800,2023-05-01
Toronto C11,2674800,1632000,785300,556100,2023-05-01
Toronto C12,4090800,1957300,1506900,1363300,2023-05-01
Toronto C13,2148100,1113300,972500,759300,2023-05-01
Toronto C14,2637400,1761700,877800,861100,2023-05-01
Toronto C15,2127500,1254500,916000,665800,2023-05-01
Toronto E01,1635300,1431900,975200,797800,2023-05-01
Toronto E02,1883200,1468200,1129800,850000,2023-05-01
Toronto E03,1466700,1347000,,641100,2023-05-01
Toronto E04,1194900,1004000,800700,554300,2023-05-01
Toronto E05,1456900,1099000,849600,638500,2023-05-01
Toronto E06,1335600,1049600,794400,773800,2023-05-01
Toronto E07,1370700,1115600,937600,656700,2023-05-01
Toronto E08,1322800,955200,705900,562100,2023-05-01
Toronto E09,1170700,965900,721500,605100,2023-05-01
Toronto E10,1317400,977900,710500,542400,2023-05-01
Toronto E11,1167800,975100,786700,544600,2023-05-01
City of Toronto,1785000,1368100,911200,766500,2023-06-01
Toronto W01,2115800,1496800,912000,711300,2023-06-01
Toronto W02,1869400,1428000,1093400,761200,2023-06-01
Toronto W03,1142200,1120900,858100,645500,2023-06-01
Toronto W04,1270100,1003900,749300,642800,2023-06-01
Toronto W05,1263200,1030700,699400,590900,2023-06-01
Toronto W06,1356300,1267100,1029000,803100,2023-06-01
Toronto W07,1746600,1349900,1035800,797600,2023-06-01
Toronto W08,1923700,1390700,778800,638700,2023-06-01
Toronto W09,1457000,1123100,849000,505900,2023-06-01
Toronto W10,1101800,965500,709000,583000,2023-06-01
Toronto C01,1891700,1557600,924900,840500,2023-06-01
Toronto C02,3055000,2134900,1511600,1082900,2023-06-01
Toronto C03,2164300,1419400,1990400,939600,2023-06-01
Toronto C04,2887800,1773700,,803300,2023-06-01
Toronto C06,1801300,1247600,862900,677600,2023-06-01
Toronto C07,2214500,1337100,840700,756600,2023-06-01
Toronto C08,2374500,1606000,1160400,777500,2023-06-01
Toronto C09,4440800,2997400,1854400,1274900,2023-06-01
Toronto C10,2439700,1788200,1129900,806500,2023-06-01
Toronto C11,2862900,1768200,786000,600700,2023-06-01
Toronto C12,4077500,1974700,1527500,1363700,2023-06-01
Toronto C13,2132300,1115900,990800,783100,2023-06-01
Toronto C14,2676600,1793400,881200,825400,2023-06-01
Toronto C15,2086700,1234400,943700,673500,2023-06-01
Toronto E01,1629900,1427000,978100,791200,2023-06-01
Toronto E02,1918800,1480000,1123500,882400,2023-06-01
Toronto E03,1516700,1394800,,671500,2023-06-01
Toronto E04,1171200,1007500,860000,569200,2023-06-01
Toronto E05,1463900,1115500,858700,660700,2023-06-01
Toronto E06,1331700,1072000,857900,807600,2023-06-01
Toronto E07,1360700,1115800,955000,664200,2023-06-01
Toronto E08,1332700,975400,752700,585700,2023-06-01
Toronto E09,1168200,967700,747000,625700,2023-06-01
Toronto E10,1330400,979200,723600,551500,2023-06-01
Toronto E11,1184300,995100,812200,534100,2023-06-01
City of Toronto,1765200,1346400,921500,761500,2023-07-01
Toronto W01,2154800,1530100,925500,705600,2023-07-01
Toronto W02,1791000,1368700,1098800,767700,2023-07-01
Toronto W03,1114800,1088800,862800,645900,2023-07-01
Toronto W04,1264500,1006400,754300,667500,2023-07-01
Toronto W05,1268900,1033900,711000,581400,2023-07-01
Toronto W06,1434800,1318700,1043400,820800,2023-07-01
Toronto W07,1842600,1398600,1040600,786800,2023-07-01
Toronto W08,1952600,1431100,789900,624700,2023-07-01
Toronto W09,1422800,1113800,852200,518200,2023-07-01
Toronto W10,1086300,966300,699300,585900,2023-07-01
Toronto C01,1801000,1478000,964100,829300,2023-07-01
Toronto C02,2970600,2043100,1487000,1023000,2023-07-01
Toronto C03,2130000,1370700,1956200,987100,2023-07-01
Toronto C04,2866800,1761500,,855300,2023-07-01
Toronto C06,1790900,1281700,867600,667400,2023-07-01
Toronto C07,2175200,1335300,844000,765800,2023-07-01
Toronto C08,2496400,1695000,1155600,773100,2023-07-01
Toronto C09,4060100,2752600,1872700,1308800,2023-07-01
Toronto C10,2377100,1739300,1124700,799800,2023-07-01
Toronto C11,2645300,1613700,782600,597500,2023-07-01
Toronto C12,4118000,1966400,1493300,1441700,2023-07-01
Toronto C13,2178100,1134000,988000,786000,2023-07-01
Toronto C14,2602800,1782000,911700,776600,2023-07-01
Toronto C15,2078000,1240500,945100,681000,2023-07-01
Toronto E01,1652400,1424200,974800,806200,2023-07-01
Toronto E02,1866200,1445800,1125400,862100,2023-07-01
Toronto E03,1505500,1368500,,665800,2023-07-01
Toronto E04,1134900,999800,905900,580200,2023-07-01
Toronto E05,1449800,1109200,857700,659800,2023-07-01
Toronto E06,1318500,1066200,895100,786400,2023-07-01
Toronto E07,1352300,1104500,966900,678700,2023-07-01
Toronto E08,1303800,983100,801400,598500,2023-07-01
Toronto E09,1145300,950800,755300,621300,2023-07-01
Toronto E10,1294000,962200,730900,566900,2023-07-01
Toronto E11,1155200,975200,809500,514400,2023-07-01
City of Toronto,1727900,1323300,902300,751400,2023-08-01
Toronto W01,2107200,1501200,938700,717200,2023-08-01
Toronto W02,1663400,1265500,1094900,776200,2023-08-01
Toronto W03,1127500,1091200,853500,653200,2023-08-01
Toronto W04,1257400,969500,760100,664500,2023-08-01
Toronto W05,1267900,1033200,707600,576200,2023-08-01
Toronto W06,1372000,1295300,1031300,788600,2023-08-01
Toronto W07,1758200,1387800,1025300,785500,2023-08-01
Toronto W08,1922300,1416600,776300,635500,2023-08-01
Toronto W09,1423500,1117200,877200,510400,2023-08-01
Toronto W10,1066900,941500,733300,580900,2023-08-01
Toronto C01,1924200,1585700,910700,810500,2023-08-01
Toronto C02,3106800,2060700,1502100,1018800,2023-08-01
Toronto C03,2230100,1442800,1878400,920600,2023-08-01
Toronto C04,2791400,1687700,,812300,2023-08-01
Toronto C06,1720000,1225400,867700,673200,2023-08-01
Toronto C07,2092700,1267900,852800,782400,2023-08-01
Toronto C08,2303900,1565400,1135800,764400,2023-08-01
Toronto C09,3812700,2583600,1788300,1204300,2023-08-01
Toronto C10,2327900,1692000,1098000,787000,2023-08-01
Toronto C11,2486000,1505900,749900,604000,2023-08-01
Toronto C12,3930100,1848100,1499000,1340000,2023-08-01
Toronto C13,2080000,1079300,961700,751200,2023-08-01
Toronto C14,2508800,1676900,845000,791100,2023-08-01
Toronto C15,2070100,1230200,896100,672400,2023-08-01
Toronto E01,1580300,1363100,949300,794900,2023-08-01
Toronto E02,1812700,1400600,1093500,847700,2023-08-01
Toronto E03,1470500,1335600,,646500,2023-08-01
Toronto E04,1107900,983800,904700,564500,2023-08-01
Toronto E05,1403300,1079700,826100,658700,2023-08-01
Toronto E06,1309700,1049700,902700,772700,2023-08-01
Toronto E07,1300700,1061500,938900,674900,2023-08-01
Toronto E08,1303600,972400,803200,586000,2023-08-01
Toronto E09,1116000,918200,738500,623700,2023-08-01
Toronto E10,1312400,977200,709300,553700,2023-08-01
Toronto E11,1145700,955900,788100,509300,2023-08-01
City of Toronto,1702800,1303200,896300,752000,2023-09-01
Toronto W01,2053300,1461700,941300,707900,2023-09-01
Toronto W02,1718900,1294700,1090800,759100,2023-09-01
Toronto W03,1083300,1055000,867900,642000,2023-09-01
Toronto W04,1217400,959300,768500,644500,2023-09-01
Toronto W05,1221000,999400,709700,573600,2023-09-01
Toronto W06,1335900,1286000,1041900,764900,2023-09-01
Toronto W07,1702300,1358900,1039300,787900,2023-09-01
Toronto W08,1868600,1386700,783800,622800,2023-09-01
Toronto W09,1418300,1092800,879100,537900,2023-09-01
Toronto W10,1038600,927000,728100,578800,2023-09-01
Toronto C01,1895300,1572400,897800,813700,2023-09-01
Toronto C02,3040700,2042200,1432800,986400,2023-09-01
Toronto C03,2202700,1390300,1898500,877300,2023-09-01
Toronto C04,2751400,1663500,,786400,2023-09-01
Toronto C06,1749800,1293800,890600,679600,2023-09-01
Toronto C07,2096200,1275000,875700,781100,2023-09-01
Toronto C08,2242700,1533200,1139200,798800,2023-09-01
Toronto C09,3927100,2622000,1814200,1178700,2023-09-01
Toronto C10,2417600,1785100,1079100,779600,2023-09-01
Toronto C11,2497600,1555000,750400,581200,2023-09-01
Toronto C12,3899600,1794600,1495100,1279400,2023-09-01
Toronto C13,2117800,1114100,972100,733400,2023-09-01
Toronto C14,2469300,1643800,816600,814500,2023-09-01
Toronto C15,1964900,1164700,915000,667000,2023-09-01
Toronto E01,1525400,1317200,949800,781900,2023-09-01
Toronto E02,1776600,1378100,1071600,880300,2023-09-01
Toronto E03,1407200,1297600,,662900,2023-09-01
Toronto E04,1113100,963700,861200,566100,2023-09-01
Toronto E05,1387600,1066900,817100,647800,2023-09-01
Toronto E06,1313300,1061900,863000,806800,2023-09-01
Toronto E07,1288500,1045500,907600,663800,2023-09-01
Toronto E08,1300400,972000,760100,589800,2023-09-01
Toronto E09,1114300,925200,721500,623500,2023-09-01
Toronto E10,1215400,887200,694900,542800,2023-09-01
Toronto E11,1109800,933200,761500,507200,2023-09-01
City of Toronto,1664300,1286100,885200,734500,2023-10-01
Toronto W01,1934700,1405100,934400,700200,2023-10-01
Toronto W02,1712300,1306200,1066100,755700,2023-10-01
Toronto W03,1048500,1008800,861500,645200,2023-10-01
Toronto W04,1192200,930200,759500,637400,2023-10-01
Toronto W05,1208100,981900,711200,560000,2023-10-01
Toronto W06,1331600,1259700,1054100,752000,2023-10-01
Toronto W07,1698900,1332900,1043100,768500,2023-10-01
Toronto W08,1854700,1366800,782800,608800,2023-10-01
Toronto W09,1343900,1097900,872400,524900,2023-10-01
Toronto W10,1003500,899000,683300,602400,2023-10-01
Toronto C01,1799800,1497000,885500,804600,2023-10-01
Toronto C02,2943700,2043200,1450200,985100,2023-10-01
Toronto C03,2097100,1297900,1841700,849100,2023-10-01
Toronto C04,2718600,1676700,,744300,2023-10-01
Toronto C06,1677800,1205100,915400,656500,2023-10-01
Toronto C07,2035900,1247300,894900,771500,2023-10-01
Toronto C08,2469000,1659700,1119300,729800,2023-10-01
Toronto C09,4026000,2671200,1777700,1190800,2023-10-01
Toronto C10,2329300,1728200,1046000,748100,2023-10-01
Toronto C11,2566000,1569200,730200,577300,2023-10-01
Toronto C12,3826300,1756100,1445400,1259200,2023-10-01
Toronto C13,2016100,1055600,939300,721200,2023-10-01
Toronto C14,2442900,1645200,785000,800900,2023-10-01
Toronto C15,1969900,1171500,909000,661300,2023-10-01
Toronto E01,1550800,1327900,958600,747500,2023-10-01
Toronto E02,1778500,1370500,1098800,824500,2023-10-01
Toronto E03,1366700,1261600,,629600,2023-10-01
Toronto E04,1053200,936700,803700,567000,2023-10-01
Toronto E05,1355800,1050200,814000,651500,2023-10-01
Toronto E06,1263600,1038100,806300,748700,2023-10-01
Toronto E07,1253400,1023900,874500,662300,2023-10-01
Toronto E08,1237100,954200,717800,575400,2023-10-01
Toronto E09,1052500,875700,702200,623200,2023-10-01
Toronto E10,1166900,862200,698400,537200,2023-10-01
Toronto E11,1104100,941800,750000,521700,2023-10-01
City of Toronto,1639000,1253300,869400,724200,2023-11-01
Toronto W01,1896100,1361800,904900,690900,2023-11-01
Toronto W02,1664600,1284700,1044300,733000,2023-11-01
Toronto W03,1004200,966500,836800,627100,2023-11-01
Toronto W04,1156400,906200,744900,619800,2023-11-01
Toronto W05,1184200,965000,680200,522900,2023-11-01
Toronto W06,1239100,1143000,1031000,766500,2023-11-01
Toronto W07,1592600,1208900,1015300,762900,2023-11-01
Toronto W08,1771900,1264400,769700,603800,2023-11-01
Toronto W09,1303800,1077000,845200,539300,2023-11-01
Toronto W10,993000,870500,678600,555600,2023-11-01
