Toronto Municipality,Effective Date,Attribute,Value
Toronto C08,2022-11-01,HPI - Single-Family Detached,2286200
Toronto C08,2022-11-01,HPI - Single-Family Attached,1636000
Toronto C08,2022-11-01,HPI - Townhouse,1186700
Toronto C08,2022-11-01,HPI - Apartment,763000
Toronto C09,2022-11-01,HPI - Single-Family Detached,3570800
Toronto C09,2022-11-01,HPI - Single-Family Attached,2387600
Toronto C09,2022-11-01,HPI - Townhouse,1878400
Toronto C09,2022-11-01,HPI - Apartment,1234500
Toronto C10,2022-11-01,HPI - Single-Family Detached,2160300
Toronto C10,2022-11-01,HPI - Single-Family Attached,1571800
Toronto C10,2022-11-01,HPI - Townhouse,1057000
Toronto C10,2022-11-01,HPI - Apartment,763500
Toronto C11,2022-11-01,HPI - Single-Family Detached,2305100
Toronto C11,2022-11-01,HPI - Single-Family Attached,1376700
Toronto C11,2022-11-01,HPI - Townhouse,699400
Toronto C11,2022-11-01,HPI - Apartment,551100
Toronto C12,2022-11-01,HPI - Single-Family Detached,3970000
Toronto C12,2022-11-01,HPI - Single-Family Attached,1570400
Toronto C12,2022-11-01,HPI - Townhouse,1368300
Toronto C12,2022-11-01,HPI - Apartment,1432300
Toronto C13,2022-11-01,HPI - Single-Family Detached,2093200
Toronto C13,2022-11-01,HPI - Single-Family Attached,1076100
Toronto C13,2022-11-01,HPI - Townhouse,896700
Toronto C13,2022-11-01,HPI - Apartment,720200
Toronto C14,2022-11-01,HPI - Single-Family Detached,2494300
Toronto C14,2022-11-01,HPI - Single-Family Attached,1641400
Toronto C14,2022-11-01,HPI - Townhouse,825200
Toronto C14,2022-11-01,HPI - Apartment,802400
Toronto C15,2022-11-01,HPI - Single-Family Detached,1882500
Toronto C15,2022-11-01,HPI - Single-Family Attached,1085000
Toronto C15,2022-11-01,HPI - Townhouse,849400
Toronto C15,2022-11-01,HPI - Apartment,663200
Toronto E01,2022-11-01,HPI - Single-Family Detached,1545900
Toronto E01,2022-11-01,HPI - Single-Family Attached,1318500
Toronto E01,2022-11-01,HPI - Townhouse,1016000
Toronto E01,2022-11-01,HPI - Apartment,844800
Toronto E02,2022-11-01,HPI - Single-Family Detached,1727200
Toronto E02,2022-11-01,HPI - Single-Family Attached,1290700
Toronto E02,2022-11-01,HPI - Townhouse,1123900
Toronto E02,2022-11-01,HPI - Apartment,892800
Toronto E03,2022-11-01,HPI - Single-Family Detached,1323800
Toronto E03,2022-11-01,HPI - Single-Family Attached,1205900
Toronto E03,2022-11-01,HPI - Townhouse,
Toronto E03,2022-11-01,HPI - Apartment,627600
Toronto E04,2022-11-01,HPI - Single-Family Detached,1084100
Toronto E04,2022-11-01,HPI - Single-Family Attached,925100
Toronto E04,2022-11-01,HPI - Townhouse,867500
Toronto E04,2022-11-01,HPI - Apartment,565000
Toronto E05,2022-11-01,HPI - Single-Family Detached,1318100
Toronto E05,2022-11-01,HPI - Single-Family Attached,994900
Toronto E05,2022-11-01,HPI - Townhouse,817300
Toronto E05,2022-11-01,HPI - Apartment,646500
Toronto E06,2022-11-01,HPI - Single-Family Detached,1242600
Toronto E06,2022-11-01,HPI - Single-Family Attached,995000
Toronto E06,2022-11-01,HPI - Townhouse,855500
Toronto E06,2022-11-01,HPI - Apartment,749600
Toronto E07,2022-11-01,HPI - Single-Family Detached,1288300
Toronto E07,2022-11-01,HPI - Single-Family Attached,1013300
Toronto E07,2022-11-01,HPI - Townhouse,880200
Toronto E07,2022-11-01,HPI - Apartment,644800
Toronto E08,2022-11-01,HPI - Single-Family Detached,1213300
Toronto E08,2022-11-01,HPI - Single-Family Attached,930700
Toronto E08,2022-11-01,HPI - Townhouse,763500
Toronto E08,2022-11-01,HPI - Apartment,594300
Toronto E09,2022-11-01,HPI - Single-Family Detached,1033700
Toronto E09,2022-11-01,HPI - Single-Family Attached,858200
Toronto E09,2022-11-01,HPI - Townhouse,680000
Toronto E09,2022-11-01,HPI - Apartment,631700
Toronto E10,2022-11-01,HPI - Single-Family Detached,1215600
Toronto E10,2022-11-01,HPI - Single-Family Attached,919000
Toronto E10,2022-11-01,HPI - Townhouse,655200
Toronto E10,2022-11-01,HPI - Apartment,546700
Toronto E11,2022-11-01,HPI - Single-Family Detached,1067400
Toronto E11,2022-11-01,HPI - Single-Family Attached,899600
Toronto E11,2022-11-01,HPI - Townhouse,733800
Toronto E11,2022-11-01,HPI - Apartment,528300
City of Toronto,2022-12-01,HPI - Single-Family Detached,1599300
City of Toronto,2022-12-01,HPI - Single-Family Attached,1223100
City of Toronto,2022-12-01,HPI - Townhouse,846300
City of Toronto,2022-12-01,HPI - Apartment,734400
Toronto W01,2022-12-01,HPI - Single-Family Detached,1925800
Toronto W01,2022-12-01,HPI - Single-Family Attached,1390500
Toronto W01,2022-12-01,HPI - Townhouse,859600
Toronto W01,2022-12-01,HPI - Apartment,679600
Toronto W02,2022-12-01,HPI - Single-Family Detached,1643600
Toronto W02,2022-12-01,HPI - Single-Family Attached,1243500
Toronto W02,2022-12-01,HPI - Townhouse,1029300
Toronto W02,2022-12-01,HPI - Apartment,753500
Toronto W03,2022-12-01,HPI - Single-Family Detached,977500
Toronto W03,2022-12-01,HPI - Single-Family Attached,965000
Toronto W03,2022-12-01,HPI - Townhouse,851700
Toronto W03,2022-12-01,HPI - Apartment,595800
Toronto W04,2022-12-01,HPI - Single-Family Detached,1133700
Toronto W04,2022-12-01,HPI - Single-Family Attached,899700
Toronto W04,2022-12-01,HPI - Townhouse,708700
Toronto W04,2022-12-01,HPI - Apartment,592900
Toronto W05,2022-12-01,HPI - Single-Family Detached,1194600
Toronto W05,2022-12-01,HPI - Single-Family Attached,952400
Toronto W05,2022-12-01,HPI - Townhouse,697900
Toronto W05,2022-12-01,HPI - Apartment,584000
Toronto W06,2022-12-01,HPI - Single-Family Detached,1230300
Toronto W06,2022-12-01,HPI - Single-Family Attached,1106500
Toronto W06,2022-12-01,HPI - Townhouse,990900
Toronto W06,2022-12-01,HPI - Apartment,763200
Toronto W07,2022-12-01,HPI - Single-Family Detached,1652000
Toronto W07,2022-12-01,HPI - Single-Family Attached,1220700
Toronto W07,2022-12-01,HPI - Townhouse,1063800
Toronto W07,2022-12-01,HPI - Apartment,762800
Toronto W08,2022-12-01,HPI - Single-Family Detached,1716200
Toronto W08,2022-12-01,HPI - Single-Family Attached,1222800
Toronto W08,2022-12-01,HPI - Townhouse,713700
Toronto W08,2022-12-01,HPI - Apartment,592800
Toronto W09,2022-12-01,HPI - Single-Family Detached,1256800
Toronto W09,2022-12-01,HPI - Single-Family Attached,889500
Toronto W09,2022-12-01,HPI - Townhouse,833600
Toronto W09,2022-12-01,HPI - Apartment,511500
Toronto W10,2022-12-01,HPI - Single-Family Detached,958200
Toronto W10,2022-12-01,HPI - Single-Family Attached,894400
Toronto W10,2022-12-01,HPI - Townhouse,664400
Toronto W10,2022-12-01,HPI - Apartment,509700
Toronto C01,2022-12-01,HPI - Single-Family Detached,1625800
Toronto C01,2022-12-01,HPI - Single-Family Attached,1397200
Toronto C01,2022-12-01,HPI - Townhouse,852000
Toronto C01,2022-12-01,HPI - Apartment,819700
Toronto C02,2022-12-01,HPI - Single-Family Detached,2621300
Toronto C02,2022-12-01,HPI - Single-Family Attached,1957500
Toronto C02,2022-12-01,HPI - Townhouse,1388300
Toronto C02,2022-12-01,HPI - Apartment,929200
Toronto C03,2022-12-01,HPI - Single-Family Detached,1901100
Toronto C03,2022-12-01,HPI - Single-Family Attached,1198900
Toronto C03,2022-12-01,HPI - Townhouse,
Toronto C03,2022-12-01,HPI - Apartment,914100
Toronto C04,2022-12-01,HPI - Single-Family Detached,2619000
Toronto C04,2022-12-01,HPI - Single-Family Attached,1622900
Toronto C04,2022-12-01,HPI - Townhouse,
Toronto C04,2022-12-01,HPI - Apartment,779300
Toronto C06,2022-12-01,HPI - Single-Family Detached,1616200
Toronto C06,2022-12-01,HPI - Single-Family Attached,1124000
Toronto C06,2022-12-01,HPI - Townhouse,846800
Toronto C06,2022-12-01,HPI - Apartment,651000
Toronto C07,2022-12-01,HPI - Single-Family Detached,2034800
Toronto C07,2022-12-01,HPI - Single-Family Attached,1232500
Toronto C07,2022-12-01,HPI - Townhouse,824200
Toronto C07,2022-12-01,HPI - Apartment,783000
Toronto C08,2022-12-01,HPI - Single-Family Detached,2263100
Toronto C08,2022-12-01,HPI - Single-Family Attached,1633100
Toronto C08,2022-12-01,HPI - Townhouse,1187600
Toronto C08,2022-12-01,HPI - Apartment,737000
Toronto C09,2022-12-01,HPI - Single-Family Detached,3372800
Toronto C09,2022-12-01,HPI - Single-Family Attached,2254000
Toronto C09,2022-12-01,HPI - Townhouse,1813400
Toronto C09,2022-12-01,HPI - Apartment,1185400
Toronto C10,2022-12-01,HPI - Single-Family Detached,2141900
Toronto C10,2022-12-01,HPI - Single-Family Attached,1568700
Toronto C10,2022-12-01,HPI - Townhouse,1037500
Toronto C10,2022-12-01,HPI - Apartment,768800
Toronto C11,2022-12-01,HPI - Single-Family Detached,2181700
Toronto C11,2022-12-01,HPI - Single-Family Attached,1297800
Toronto C11,2022-12-01,HPI - Townhouse,691600
Toronto C11,2022-12-01,HPI - Apartment,542200
Toronto C12,2022-12-01,HPI - Single-Family Detached,3920600
Toronto C12,2022-12-01,HPI - Single-Family Attached,1547600
Toronto C12,2022-12-01,HPI - Townhouse,1360100
Toronto C12,2022-12-01,HPI - Apartment,1391900
Toronto C13,2022-12-01,HPI - Single-Family Detached,2072200
Toronto C13,2022-12-01,HPI - Single-Family Attached,1062300
Toronto C13,2022-12-01,HPI - Townhouse,881000
Toronto C13,2022-12-01,HPI - Apartment,713500
Toronto C14,2022-12-01,HPI - Single-Family Detached,2562600
Toronto C14,2022-12-01,HPI - Single-Family Attached,1692200
Toronto C14,2022-12-01,HPI - Townhouse,766900
Toronto C14,2022-12-01,HPI - Apartment,817300
Toronto C15,2022-12-01,HPI - Single-Family Detached,1917700
Toronto C15,2022-12-01,HPI - Single-Family Attached,1109000
Toronto C15,2022-12-01,HPI - Townhouse,801300
Toronto C15,2022-12-01,HPI - Apartment,665400
Toronto E01,2022-12-01,HPI - Single-Family Detached,1524500
Toronto E01,2022-12-01,HPI - Single-Family Attached,1310700
Toronto E01,2022-12-01,HPI - Townhouse,1011200
Toronto E01,2022-12-01,HPI - Apartment,840900
Toronto E02,2022-12-01,HPI - Single-Family Detached,1761400
Toronto E02,2022-12-01,HPI - Single-Family Attached,1295200
Toronto E02,2022-12-01,HPI - Townhouse,1111900
Toronto E02,2022-12-01,HPI - Apartment,880600
Toronto E03,2022-12-01,HPI - Single-Family Detached,1299300
Toronto E03,2022-12-01,HPI - Single-Family Attached,1173300
Toronto E03,2022-12-01,HPI - Townhouse,
Toronto E03,2022-12-01,HPI - Apartment,616800
Toronto E04,2022-12-01,HPI - Single-Family Detached,1074800
Toronto E04,2022-12-01,HPI - Single-Family Attached,923100
Toronto E04,2022-12-01,HPI - Townhouse,851400
Toronto E04,2022-12-01,HPI - Apartment,544000
Toronto E05,2022-12-01,HPI - Single-Family Detached,1322100
Toronto E05,2022-12-01,HPI - Single-Family Attached,997000
Toronto E05,2022-12-01,HPI - Townhouse,792800
Toronto E05,2022-12-01,HPI - Apartment,629200
Toronto E06,2022-12-01,HPI - Single-Family Detached,1217900
Toronto E06,2022-12-01,HPI - Single-Family Attached,971600
Toronto E06,2022-12-01,HPI - Townhouse,830800
Toronto E06,2022-12-01,HPI - Apartment,736100
Toronto E07,2022-12-01,HPI - Single-Family Detached,1284700
Toronto E07,2022-12-01,HPI - Single-Family Attached,1017000
Toronto E07,2022-12-01,HPI - Townhouse,824200
Toronto E07,2022-12-01,HPI - Apartment,621700
Toronto E08,2022-12-01,HPI - Single-Family Detached,1193100
Toronto E08,2022-12-01,HPI - Single-Family Attached,905000
Toronto E08,2022-12-01,HPI - Townhouse,739900
Toronto E08,2022-12-01,HPI - Apartment,545200
Toronto E09,2022-12-01,HPI - Single-Family Detached,1019400
Toronto E09,2022-12-01,HPI - Single-Family Attached,856300
Toronto E09,2022-12-01,HPI - Townhouse,679200
Toronto E09,2022-12-01,HPI - Apartment,602200
Toronto E10,2022-12-01,HPI - Single-Family Detached,1150100
Toronto E10,2022-12-01,HPI - Single-Family Attached,861200
Toronto E10,2022-12-01,HPI - Townhouse,657100
Toronto E10,2022-12-01,HPI - Apartment,527100
Toronto E11,2022-12-01,HPI - Single-Family Detached,1048400
Toronto E11,2022-12-01,HPI - Single-Family Attached,887400
Toronto E11,2022-12-01,HPI - Townhouse,729100
Toronto E11,2022-12-01,HPI - Apartment,510500
City of Toronto,2023-01-01,HPI - Single-Family Detached,1612600
City of Toronto,2023-01-01,HPI - Single-Family Attached,1236500
City of Toronto,2023-01-01,HPI - Townhouse,848100
City of Toronto,2023-01-01,HPI - Apartment,733400
Toronto W01,2023-01-01,HPI - Single-Family Detached,1937000
Toronto W01,2023-01-01,HPI - Single-Family Attached,1410200
Toronto W01,2023-01-01,HPI - Townhouse,864100
Toronto W01,2023-01-01,HPI - Apartment,700600
Toronto W02,2023-01-01,HPI - Single-Family Detached,1609700
Toronto W02,2023-01-01,HPI - Single-Family Attached,1194300
Toronto W02,2023-01-01,HPI - Townhouse,1020900
Toronto W02,2023-01-01,HPI - Apartment,746000
Toronto W03,2023-01-01,HPI - Single-Family Detached,998500
Toronto W03,2023-01-01,HPI - Single-Family Attached,981900
Toronto W03,2023-01-01,HPI - Townhouse,850400
Toronto W03,2023-01-01,HPI - Apartment,594400
Toronto W04,2023-01-01,HPI - Single-Family Detached,1147600
Toronto W04,2023-01-01,HPI - Single-Family Attached,883100
Toronto W04,2023-01-01,HPI - Townhouse,704400
Toronto W04,2023-01-01,HPI - Apartment,576200
Toronto W05,2023-01-01,HPI - Single-Family Detached,1255900
Toronto W05,2023-01-01,HPI - Single-Family Attached,999900
Toronto W05,2023-01-01,HPI - Townhouse,693700
Toronto W05,2023-01-01,HPI - Apartment,563500
Toronto W06,2023-01-01,HPI - Single-Family Detached,1302900
Toronto W06,2023-01-01,HPI - Single-Family Attached,1204900
Toronto W06,2023-01-01,HPI - Townhouse,1063000
Toronto W06,2023-01-01,HPI - Apartment,745500
Toronto W07,2023-01-01,HPI - Single-Family Detached,1751700
Toronto W07,2023-01-01,HPI - Single-Family Attached,1335800
Toronto W07,2023-01-01,HPI - Townhouse,1149900
Toronto W07,2023-01-01,HPI - Apartment,778800
Toronto W08,2023-01-01,HPI - Single-Family Detached,1732100
Toronto W08,2023-01-01,HPI - Single-Family Attached,1293000
Toronto W08,2023-01-01,HPI - Townhouse,753700
Toronto W08,2023-01-01,HPI - Apartment,605000
Toronto W09,2023-01-01,HPI - Single-Family Detached,1215500
Toronto W09,2023-01-01,HPI - Single-Family Attached,862800
Toronto W09,2023-01-01,HPI - Townhouse,833800
Toronto W09,2023-01-01,HPI - Apartment,472600
Toronto W10,2023-01-01,HPI - Single-Family Detached,984100
Toronto W10,2023-01-01,HPI - Single-Family Attached,904900
Toronto W10,2023-01-01,HPI - Townhouse,685700
Toronto W10,2023-01-01,HPI - Apartment,512600
Toronto C01,2023-01-01,HPI - Single-Family Detached,1683000
Toronto C01,2023-01-01,HPI - Single-Family Attached,1445000
Toronto C01,2023-01-01,HPI - Townhouse,887100
Toronto C01,2023-01-01,HPI - Apartment,827700
Toronto C02,2023-01-01,HPI - Single-Family Detached,2675400
Toronto C02,2023-01-01,HPI - Single-Family Attached,1969700
Toronto C02,2023-01-01,HPI - Townhouse,1361900
Toronto C02,2023-01-01,HPI - Apartment,926800
Toronto C03,2023-01-01,HPI - Single-Family Detached,1983000
Toronto C03,2023-01-01,HPI - Single-Family Attached,1247400
Toronto C03,2023-01-01,HPI - Townhouse,
Toronto C03,2023-01-01,HPI - Apartment,865100
Toronto C04,2023-01-01,HPI - Single-Family Detached,2543800
Toronto C04,2023-01-01,HPI - Single-Family Attached,1537500
Toronto C04,2023-01-01,HPI - Townhouse,
Toronto C04,2023-01-01,HPI - Apartment,749200
Toronto C06,2023-01-01,HPI - Single-Family Detached,1607000
Toronto C06,2023-01-01,HPI - Single-Family Attached,1166800
Toronto C06,2023-01-01,HPI - Townhouse,823600
Toronto C06,2023-01-01,HPI - Apartment,650500
Toronto C07,2023-01-01,HPI - Single-Family Detached,2028000
Toronto C07,2023-01-01,HPI - Single-Family Attached,1243900
Toronto C07,2023-01-01,HPI - Townhouse,803500
Toronto C07,2023-01-01,HPI - Apartment,781800
Toronto C08,2023-01-01,HPI - Single-Family Detached,2161700
Toronto C08,2023-01-01,HPI - Single-Family Attached,1548700
Toronto C08,2023-01-01,HPI - Townhouse,1178800
Toronto C08,2023-01-01,HPI - Apartment,752800
Toronto C09,2023-01-01,HPI - Single-Family Detached,3674500
Toronto C09,2023-01-01,HPI - Single-Family Attached,2459000
Toronto C09,2023-01-01,HPI - Townhouse,1788500
Toronto C09,2023-01-01,HPI - Apartment,1125400
Toronto C10,2023-01-01,HPI - Single-Family Detached,2175500
Toronto C10,2023-01-01,HPI - Single-Family Attached,1583200
Toronto C10,2023-01-01,HPI - Townhouse,1032200
Toronto C10,2023-01-01,HPI - Apartment,796200
Toronto C11,2023-01-01,HPI - Single-Family Detached,2358800
Toronto C11,2023-01-01,HPI - Single-Family Attached,1430400
Toronto C11,2023-01-01,HPI - Townhouse,720800
Toronto C11,2023-01-01,HPI - Apartment,536200
Toronto C12,2023-01-01,HPI - Single-Family Detached,3743900
Toronto C12,2023-01-01,HPI - Single-Family Attached,1463400
Toronto C12,2023-01-01,HPI - Townhouse,1394600
Toronto C12,2023-01-01,HPI - Apartment,1320000
Toronto C13,2023-01-01,HPI - Single-Family Detached,1983900
Toronto C13,2023-01-01,HPI - Single-Family Attached,1019100
Toronto C13,2023-01-01,HPI - Townhouse,916500
Toronto C13,2023-01-01,HPI - Apartment,714000
Toronto C14,2023-01-01,HPI - Single-Family Detached,2569600
Toronto C14,2023-01-01,HPI - Single-Family Attached,1731700
Toronto C14,2023-01-01,HPI - Townhouse,738300
Toronto C14,2023-01-01,HPI - Apartment,784300
Toronto C15,2023-01-01,HPI - Single-Family Detached,1923000
Toronto C15,2023-01-01,HPI - Single-Family Attached,1106900
Toronto C15,2023-01-01,HPI - Townhouse,781000
Toronto C15,2023-01-01,HPI - Apartment,659700
Toronto E01,2023-01-01,HPI - Single-Family Detached,1527100
Toronto E01,2023-01-01,HPI - Single-Family Attached,1340400
Toronto E01,2023-01-01,HPI - Townhouse,1008400
Toronto E01,2023-01-01,HPI - Apartment,825100
Toronto E02,2023-01-01,HPI - Single-Family Detached,1681300
Toronto E02,2023-01-01,HPI - Single-Family Attached,1266700
Toronto E02,2023-01-01,HPI - Townhouse,1114200
Toronto E02,2023-01-01,HPI - Apartment,879900
Toronto E03,2023-01-01,HPI - Single-Family Detached,1310700
Toronto E03,2023-01-01,HPI - Single-Family Attached,1198600
Toronto E03,2023-01-01,HPI - Townhouse,
Toronto E03,2023-01-01,HPI - Apartment,610700
Toronto E04,2023-01-01,HPI - Single-Family Detached,1129800
Toronto E04,2023-01-01,HPI - Single-Family Attached,935700
Toronto E04,2023-01-01,HPI - Townhouse,817200
Toronto E04,2023-01-01,HPI - Apartment,528500
Toronto E05,2023-01-01,HPI - Single-Family Detached,1330600
Toronto E05,2023-01-01,HPI - Single-Family Attached,996500
Toronto E05,2023-01-01,HPI - Townhouse,776300
Toronto E05,2023-01-01,HPI - Apartment,616300
Toronto E06,2023-01-01,HPI - Single-Family Detached,1218100
Toronto E06,2023-01-01,HPI - Single-Family Attached,931800
Toronto E06,2023-01-01,HPI - Townhouse,796000
Toronto E06,2023-01-01,HPI - Apartment,737500
Toronto E07,2023-01-01,HPI - Single-Family Detached,1258300
Toronto E07,2023-01-01,HPI - Single-Family Attached,989200
Toronto E07,2023-01-01,HPI - Townhouse,792800
Toronto E07,2023-01-01,HPI - Apartment,613100
Toronto E08,2023-01-01,HPI - Single-Family Detached,1214600
Toronto E08,2023-01-01,HPI - Single-Family Attached,879300
Toronto E08,2023-01-01,HPI - Townhouse,710900
Toronto E08,2023-01-01,HPI - Apartment,552100
Toronto E09,2023-01-01,HPI - Single-Family Detached,1055400
Toronto E09,2023-01-01,HPI - Single-Family Attached,878200
Toronto E09,2023-01-01,HPI - Townhouse,674400
Toronto E09,2023-01-01,HPI - Apartment,593900
Toronto E10,2023-01-01,HPI - Single-Family Detached,1201400
Toronto E10,2023-01-01,HPI - Single-Family Attached,897400
Toronto E10,2023-01-01,HPI - Townhouse,670500
Toronto E10,2023-01-01,HPI - Apartment,534200
Toronto E11,2023-01-01,HPI - Single-Family Detached,1072100
Toronto E11,2023-01-01,HPI - Single-Family Attached,892000
Toronto E11,2023-01-01,HPI - Townhouse,715900
Toronto E11,2023-01-01,HPI - Apartment,517700
City of Toronto,2023-02-01,HPI - Single-Family Detached,1645900
City of Toronto,2023-02-01,HPI - Single-Family Attached,1250800
City of Toronto,2023-02-01,HPI - Townhouse,861100
City of Toronto,2023-02-01,HPI - Apartment,728500
Toronto W01,2023-02-01,HPI - Single-Family Detached,1773700
Toronto W01,2023-02-01,HPI - Single-Family Attached,1295800
Toronto W01,2023-02-01,HPI - Townhouse,896400
Toronto W01,2023-02-01,HPI - Apartment,683000
Toronto W02,2023-02-01,HPI - Single-Family Detached,1669100
Toronto W02,2023-02-01,HPI - Single-Family Attached,1259600
Toronto W02,2023-02-01,HPI - Townhouse,1040300
Toronto W02,2023-02-01,HPI - Apartment,727000
Toronto W03,2023-02-01,HPI - Single-Family Detached,1014800
Toronto W03,2023-02-01,HPI - Single-Family Attached,1001800
Toronto W03,2023-02-01,HPI - Townhouse,870300
Toronto W03,2023-02-01,HPI - Apartment,577700
Toronto W04,2023-02-01,HPI - Single-Family Detached,1155200
Toronto W04,2023-02-01,HPI - Single-Family Attached,895300
Toronto W04,2023-02-01,HPI - Townhouse,718300
Toronto W04,2023-02-01,HPI - Apartment,568000
Toronto W05,2023-02-01,HPI - Single-Family Detached,1202500
Toronto W05,2023-02-01,HPI - Single-Family Attached,966000
Toronto W05,2023-02-01,HPI - Townhouse,676400
Toronto W05,2023-02-01,HPI - Apartment,585100
Toronto W06,2023-02-01,HPI - Single-Family Detached,1311800
Toronto W06,2023-02-01,HPI - Single-Family Attached,1213500
Toronto W06,2023-02-01,HPI - Townhouse,1040900
Toronto W06,2023-02-01,HPI - Apartment,760900
Toronto W07,2023-02-01,HPI - Single-Family Detached,1759100
Toronto W07,2023-02-01,HPI - Single-Family Attached,1335900
Toronto W07,2023-02-01,HPI - Townhouse,1128900
Toronto W07,2023-02-01,HPI - Apartment,759200
Toronto W08,2023-02-01,HPI - Single-Family Detached,1815000
Toronto W08,2023-02-01,HPI - Single-Family Attached,1310700
Toronto W08,2023-02-01,HPI - Townhouse,732500
Toronto W08,2023-02-01,HPI - Apartment,601100
Toronto W09,2023-02-01,HPI - Single-Family Detached,1325400
Toronto W09,2023-02-01,HPI - Single-Family Attached,926200
Toronto W09,2023-02-01,HPI - Townhouse,859100
Toronto W09,2023-02-01,HPI - Apartment,460600
Toronto W10,2023-02-01,HPI - Single-Family Detached,990900
Toronto W10,2023-02-01,HPI - Single-Family Attached,907300
Toronto W10,2023-02-01,HPI - Townhouse,700800
Toronto W10,2023-02-01,HPI - Apartment,530300
Toronto C01,2023-02-01,HPI - Single-Family Detached,1659400
Toronto C01,2023-02-01,HPI - Single-Family Attached,1432100
Toronto C01,2023-02-01,HPI - Townhouse,895200
Toronto C01,2023-02-01,HPI - Apartment,794300
Toronto C02,2023-02-01,HPI - Single-Family Detached,2716900
Toronto C02,2023-02-01,HPI - Single-Family Attached,2048700
Toronto C02,2023-02-01,HPI - Townhouse,1397500
Toronto C02,2023-02-01,HPI - Apartment,928800
Toronto C03,2023-02-01,HPI - Single-Family Detached,1989100
Toronto C03,2023-02-01,HPI - Single-Family Attached,1264800
Toronto C03,2023-02-01,HPI - Townhouse,
Toronto C03,2023-02-01,HPI - Apartment,822800
Toronto C04,2023-02-01,HPI - Single-Family Detached,2630700
Toronto C04,2023-02-01,HPI - Single-Family Attached,1623300
Toronto C04,2023-02-01,HPI - Townhouse,
Toronto C04,2023-02-01,HPI - Apartment,734900
Toronto C06,2023-02-01,HPI - Single-Family Detached,1633900
Toronto C06,2023-02-01,HPI - Single-Family Attached,1142800
Toronto C06,2023-02-01,HPI - Townhouse,825900
Toronto C06,2023-02-01,HPI - Apartment,681400
Toronto C07,2023-02-01,HPI - Single-Family Detached,2069700
Toronto C07,2023-02-01,HPI - Single-Family Attached,1264500
Toronto C07,2023-02-01,HPI - Townhouse,805500
Toronto C07,2023-02-01,HPI - Apartment,791100
Toronto C08,2023-02-01,HPI - Single-Family Detached,2082200
Toronto C08,2023-02-01,HPI - Single-Family Attached,1514600
Toronto C08,2023-02-01,HPI - Townhouse,1205900
Toronto C08,2023-02-01,HPI - Apartment,768700
Toronto C09,2023-02-01,HPI - Single-Family Detached,3892800
Toronto C09,2023-02-01,HPI - Single-Family Attached,2597100
Toronto C09,2023-02-01,HPI - Townhouse,1902900
Toronto C09,2023-02-01,HPI - Apartment,1158500
Toronto C10,2023-02-01,HPI - Single-Family Detached,2215700
Toronto C10,2023-02-01,HPI - Single-Family Attached,1601700
Toronto C10,2023-02-01,HPI - Townhouse,1062300
Toronto C10,2023-02-01,HPI - Apartment,781700
Toronto C11,2023-02-01,HPI - Single-Family Detached,2466800
Toronto C11,2023-02-01,HPI - Single-Family Attached,1508400
Toronto C11,2023-02-01,HPI - Townhouse,764200
Toronto C11,2023-02-01,HPI - Apartment,540800
Toronto C12,2023-02-01,HPI - Single-Family Detached,3728800
Toronto C12,2023-02-01,HPI - Single-Family Attached,1573400
Toronto C12,2023-02-01,HPI - Townhouse,1473000
Toronto C12,2023-02-01,HPI - Apartment,1281200
Toronto C13,2023-02-01,HPI - Single-Family Detached,1958500
Toronto C13,2023-02-01,HPI - Single-Family Attached,1013700
Toronto C13,2023-02-01,HPI - Townhouse,955400
Toronto C13,2023-02-01,HPI - Apartment,704000
Toronto C14,2023-02-01,HPI - Single-Family Detached,2589200
Toronto C14,2023-02-01,HPI - Single-Family Attached,1737800
Toronto C14,2023-02-01,HPI - Townhouse,805300
Toronto C14,2023-02-01,HPI - Apartment,799200
Toronto C15,2023-02-01,HPI - Single-Family Detached,1950400
Toronto C15,2023-02-01,HPI - Single-Family Attached,1134500
Toronto C15,2023-02-01,HPI - Townhouse,803600
Toronto C15,2023-02-01,HPI - Apartment,666300
Toronto E01,2023-02-01,HPI - Single-Family Detached,1514300
Toronto E01,2023-02-01,HPI - Single-Family Attached,1325600
Toronto E01,2023-02-01,HPI - Townhouse,1045500
Toronto E01,2023-02-01,HPI - Apartment,827300
Toronto E02,2023-02-01,HPI - Single-Family Detached,1746100
Toronto E02,2023-02-01,HPI - Single-Family Attached,1299600
Toronto E02,2023-02-01,HPI - Townhouse,1155300
Toronto E02,2023-02-01,HPI - Apartment,847100
Toronto E03,2023-02-01,HPI - Single-Family Detached,1330400
Toronto E03,2023-02-01,HPI - Single-Family Attached,1242300
Toronto E03,2023-02-01,HPI - Townhouse,
Toronto E03,2023-02-01,HPI - Apartment,586000
Toronto E04,2023-02-01,HPI - Single-Family Detached,1130500
Toronto E04,2023-02-01,HPI - Single-Family Attached,920900
Toronto E04,2023-02-01,HPI - Townhouse,787200
Toronto E04,2023-02-01,HPI - Apartment,514600
Toronto E05,2023-02-01,HPI - Single-Family Detached,1405400
Toronto E05,2023-02-01,HPI - Single-Family Attached,1064000
Toronto E05,2023-02-01,HPI - Townhouse,762300
Toronto E05,2023-02-01,HPI - Apartment,623200
Toronto E06,2023-02-01,HPI - Single-Family Detached,1267000
Toronto E06,2023-02-01,HPI - Single-Family Attached,967400
